ref	Address	note
34707:90	Nahý Újezdec, obchod, Nahý Újezdec, Chodský Újezd, Tachov
34707:91	Planá u ML., sídliště Sever, obchod, Planá, Tachov
34707:93	Kočov, obchod, Kočov, Tachov
34707:94	Pavlovice, náves, Pavlovice, Planá, Tachov
34707:95	Pavlovice, obchod, Pavlovice, Planá, Tachov
34707:96	Bezděkov, u Plané, Bezděkov, Třemešné, Tachov
34707:97	Kyjov, Kyjov, Zadní Chodov, Tachov
34707:98	Broumov, Broumov, Tachov
35007:100	Doubrava, autobusová zastávka, Doubrava, Aš, Cheb
35007:102	Vernéřov, Vernéřov, Aš, Cheb
35007:103	Výhledy, autobusová zastávka, Výhledy, Hazlov, Cheb
35007:104	Skalka, autobusová zastávka, Skalka, Hazlov, Cheb
35007:119	Libavské  Údolí, obchod Jednota, Libavské Údolí, Sokolov
35007:124	Starý Rybník, autobusová zastávka, Starý Rybník, Skalná, Cheb
35007:125	Jindřichov, autobusová zastávka , Jindřichov, Cheb
35007:131	Hrzín, autobusová zastávka, Hrzín, Nový Kostel, Cheb
35007:132	Kopanina, autobusová zastávka, Kopanina, Nový Kostel, Cheb
35007:133	Lomnička, u telefonní budky , Lomnička, Plesná, Cheb
35007:134	Nový Kostel, budova OÚ, Nový Kostel, Cheb
35007:156	Sokolov, Smetanova, Sokolov, Sokolov
35007:157	Sokolov, DPS, Sokolov, Sokolov
35007:158	Sokolov, náměstí Budovatelů, Sokolov, Sokolov
35007:161	Sokolov, Seifertova, Sokolov, Sokolov
35007:163	Sokolov, Alšova, Sokolov, Sokolov
35007:164	Sokolov, Švabinského, Sokolov, Sokolov
35007:166	Sokolov, Sokolovská, Sokolov, Sokolov
35007:167	Sokolov, Slovenská, Sokolov, Sokolov
35007:170	Dolní Nivy, obecní úřad, Dolní Nivy, Sokolov
35007:173	Sokolov, prodejna BILLA, Sokolov, Sokolov
35007:174	Sokolov, prodejna PENNY, Sokolov, Sokolov
35007:175	Sokolov, Růžové náměstí, OD Výběr, Sokolov, Sokolov
35007:176	Těšovice, obecní úřad, Těšovice, Sokolov
35007:177	Svatava, ul.Podlesí, Svatava, Sokolov
35007:181	Kostelní Bříza, obchod, Kostelní Bříza, Březová, Sokolov
35007:182	Šabina, obchod, Šabina, Sokolov
35007:183	Horní Rozmyšl, Horní Rozmyšl, Dolní Nivy, Sokolov
35007:2	Cheb, ČD železniční stanice, Cheb, Cheb
35007:208	Kraslice, Žižkova mezi 1087-1133, Kraslice, Sokolov
35007:209	Kraslice, ulice ČSA, naproti 951/4, Kraslice, Sokolov
35007:212	Kraslice, Pod nádražím , naproti 1837, Kraslice, Sokolov
35007:213	Kraslice, kpt.Jaroše 1772, autobusová zastávka, Kraslice, Sokolov
35007:29	Pelhřimov, náves, Pelhřimov, Cheb
35007:36	Malá Šitboř, náves, Malá Šitboř, Milíkov, Cheb
35007:37	Mokřina, Mokřina, Milíkov, Cheb
35007:38	Milíkov, Milíkov, Cheb
35007:39	Podlesí, Podlesí, Dolní Žandov, Cheb
35007:40	Úbočí, Úbočí, Dolní Žandov, Cheb
35007:41	Horní Žandov, náves-dočasně sejmuta, Horní Žandov, Dolní Žandov, Cheb
35007:43	Salajna, autobusová zastávka, Salajna, Dolní Žandov, Cheb
35007:47	Žírovice, smíšené zboží-dočasně sejmuta, Žírovice, Františkovy Lázně, Cheb
35007:60	Cetnov, školící středisko ČP, Cetnov, Cheb
35007:61	Všeboř, Kemp Václav, sezonní, Podhrad, Cheb
35007:7	Cheb, Pastýřská, Cheb, Cheb
35007:75	Františkovy Lázně, Francouzská, LD Metropol, Františkovy Lázně, Cheb
35007:81	Františkovy Lázně, Máchova, Lázně I., Františkovy Lázně, Cheb
35007:98	Aš, Hlavní 97, před obchodem, Aš, Cheb
36207:1	K.Vary, Západní 1807/43, Karlovy Vary, Karlovy Vary
36207:114	Velichov č.33, obchod, Velichov, Karlovy Vary
36207:120	Mariánská, čp.81, Mariánská, Jáchymov, Karlovy Vary
36207:126	Chodov u KV, Husova-nová část, Chodov, Sokolov
36207:13	K.Vary, LD Centrum, Karlovy Vary, Karlovy Vary
36207:135	Vřesová u Sokolova, kombinát, Vřesová, Sokolov
36207:144	Vysoká Pec, Vysoká Pec, Karlovy Vary
36207:169	Horní Slavkov, porcelánka, Horní Slavkov, Sokolov
36207:170	Nadlesí, naproti č.50, Nadlesí, Loket, Sokolov
36207:176	Krásno nad Teplou,naproti Hlavní 83, autob.zast., Krásno, Sokolov
36207:18	K.Vary, Mattoniho nábřeží, Drahovice, Karlovy Vary
36207:180	Loket, porcelánka-vrátnice, Loket, Sokolov
36207:24	K. Vary, Na Vyhlídce 75, Karlovy Vary, Karlovy Vary
36207:32	Dvory, kpt. Jaroše, Dvory, Karlovy Vary
36207:35	Stará Role, Dvořákova, Stará Role, Karlovy Vary
36207:37	K. Vary, Čankovská, Rybáře, Karlovy Vary
36207:38	Rybáře, Chomutovská, Rybáře, Karlovy Vary
36207:41	Hůrky, obchod, Hůrky, Karlovy Vary
36207:44	Dražov, zastávka ČSAD, Dražov, Stanovice, Karlovy Vary
36207:46	Háje, zastávka ČSAD, Háje, Kolová, Karlovy Vary
36207:48	Horní Lesov, porcelánka-vrátnice, Lesov, Sadov, Karlovy Vary
36207:54	Čankov, bývalý obchod, Čankov, Karlovy Vary
36207:57	Dubina, hostinec - dočasně sejmuta, Dubina, Šemnice, Karlovy Vary
36207:58	Sedlečko, na návsi, Sedlečko, Šemnice, Karlovy Vary
36207:61	Děpoltovice, obecní úřad, Děpoltovice, Karlovy Vary
36207:62	Mezirolí, autobusová zastávka, Mezirolí, Nová Role, Karlovy Vary
36207:63	Fojtov, autobusová zastávka, Fojtov, Nejdek, Karlovy Vary
36207:64	Smolné Pece, obchod, Smolné Pece, Karlovy Vary
36207:67	Březová u K.Var, na budově obecního úřadu, Březová, Karlovy Vary
36207:70	Javorná, obchod, Javorná, Bochov, Karlovy Vary
36207:72	Dlouhá Lomnice, Dlouhá Lomnice, Bochov, Karlovy Vary
36207:77	Těšetice, zastávka ČSAD, Těšetice, Bochov, Karlovy Vary
36207:78	Sovolusky, zastávka ČSAD, Sovolusky, Bochov, Karlovy Vary
36207:79	Kozlov, prodejna, Kozlov, Bochov, Karlovy Vary
36207:81	Hory, Hory, Karlovy Vary
37271:501	Chlum u Třeboně - kemp Hejtman - Jih., 
37271:512	Spáleniště, , 
37271:513	Žofina Huť, č. p.17, 
37271:515	Klikov - prodejna, 
38307:34	Leptáč, 
40371:101	náves - zastávka BUS, Dubice, Řehlovice, Ústí nad Labem
40371:102	odpočívadlo BUS-Nové Stadice, u č.p. 35, Stadice, Řehlovice, Ústí nad Labem
40371:105	u č.p. 43, Chuderov, Ústí nad Labem
40371:106	autobusová zastávka, Petrovice, Ústí nad Labem
40371:108	zastávka BUS, Proboštov, Malečov, Ústí nad Labem
40371:109	zastávka BUS, Tašov, Ústí nad Labem
40371:110	zastávka BUS, Čeřeniště, Malečov, Ústí nad Labem
40371:111	zastávka BUS, Rýdeč, Malečov, Ústí nad Labem
40371:112	čekárna, Kojetice, Ústí nad Labem
40371:115	mezi adresou Leština č.p. 3 a Leština č.p. 4, Leština, Malé Březno, Ústí nad Labem
40371:117	před obchodem, Homole u Panny, Ústí nad Labem
40371:118	autobusová zastávka, Suletice, Homole u Panny, Ústí nad Labem
40371:119	zastávka BUS, Lhota pod Pannou, Homole u Panny, Ústí nad Labem
40371:121	zstávka BUS, Malé Březno, Ústí nad Labem
40371:124	naproti domu Nová Ves 1345/5, Střekov, Ústí nad Labem
40371:126	autobusová zastávka, Olešnice, Ústí nad Labem
40371:13	Neštěmická MHD Kanon, Krásné Březno, Ústí nad Labem
40371:132	zastávka BUS, u č.p. 15, Strážky, Ústí nad Labem
40371:134	Točna MHD, Brná, Ústí nad Labem
40371:135	u adresy Zlatá stezka 153, Brná, Ústí nad Labem
40371:143	zastávka BUS, Varvažov, Telnice, Ústí nad Labem
40371:146	zastávka BUS, Stradov, Chlumec, Ústí nad Labem
40371:150	na , 
40371:153	u adresy Litoměřická 257, Velké Březno, Ústí nad Labem
40371:157	u č.p. 8, Roudníky, Chabařovice, Ústí nad Labem
40371:16	ulice Družstevní na , 
40371:163	prostranství vedle autobus.zastávky, Krásný Les, Petrovice, Ústí nad Labem
40371:189	u ulice Dr.Vrbenského a u Zámecké zahrady, Teplice, Teplice
40371:203	u adresy: Sídliště U Nového nádraží 703, Teplické Předměstí, Bílina, Teplice
40371:204	u adresy:Sídliště Za Chlumem 785, Teplické Předměstí, Bílina, Teplice
40371:208	u adresy Nábřeží 466, Mostecké Předměstí, Bílina, Teplice
40371:217	naproti domu Josefa Suka 1346/3, Teplice, Teplice
40371:218	Lužecká-na , 
40371:222	na , 
40371:23	Pod hradem - rozcestí, Litoměřická, Střekov, Ústí nad Labem
40371:288	u adresy Bratislavská 1276, Varnsdorf, Děčín
40371:292	u adresy Havlíčkova 1336, Varnsdorf, Děčín
40371:296	Autobusové nádraží, Varnsdorf, Děčín
40371:297	naproti adrese Pražská 2805, Varnsdorf, Děčín
40371:298	u adresy Západní 2733, Varnsdorf, Děčín
40371:299	Žitavská ul. - ubytovna, Varnsdorf, Děčín
40371:301	Nádraží ČD, Rybniště, Děčín
40371:302	zastávka BUS, Nová Chřibská, Rybniště, Děčín
40371:311	u č.p. 324, Království, Šluknov, Děčín
40371:312	v parku, Rožany, Šluknov, Děčín
40371:313	Rozcestí, Karlín, Dolní Poustevna, Děčín
40371:315	před domem Severní č.p. 169, Lobendava, Děčín
40371:322	naproti č.p. 322, Dolní Chřibská, Děčín
40371:325	LUKRAM, č.p. 251, Horní Podluží, Děčín
40371:326	vedle Obecního úřadu, Staré Křečany 38, Staré Křečany, Děčín
40371:330	Samoobsluha, Velký Šenov, Děčín
40371:334	Náměstí - klub důchodců, Starý Jiříkov, Děčín
40371:335	Lékárna - Svobodova ul., Starý Jiříkov, Děčín
40371:336	Pražská ul. - prodejna Laštůvka, Starý Jiříkov, Děčín
40371:337	Rumburská ul. - Bytex, Starý Jiříkov, Děčín
40371:338	Domov důchodců č.p. 65, Filipov, Jiříkov, Děčín
40371:339	ALATEX č.p. 172, Mikulášovice, Děčín
40371:341	u telef.hovorny, naproti č.p. 406, Mikulášovice, Děčín
40371:344	naproti adrese Dukelská 700/2, Krásná Lípa, Děčín
40371:371	zastávka BUS, Cínovec, Dubí, Teplice
40371:372	zastávka BUS, Drahkov, Modlany, Teplice
40371:374	autobusová zastávka, Věšťany, Modlany, Teplice
40371:375	autobusová zastávka, Kvítkov, Modlany, Teplice
40371:378	zastávka BUS, Sezemice, Rtyně nad Bílinou, Teplice
40371:379	kaplička, Malhostice, Rtyně nad Bílinou, Teplice
40371:389	náves, Bílka, Bořislav, Teplice
40371:39	Hvězda, na , 
40371:396	zastávka BUS, Lysec, Bžany, Teplice
40371:400	na , 
40371:402	náměstí, Suché, Modlany, Teplice
40371:403	u kapličky, Vrahožily, Rtyně nad Bílinou, Teplice
40371:405	křižovatka, Nové Dvory, Bystřany, Teplice
40371:406	zastávka BUS, Fojtovice, Krupka, Teplice
40371:410	zastávka MHD, Přítkov, Proboštov, Teplice
40371:416	u autob.zastávky,u č.p.Dubská 206/19, Běhánky, Dubí, Teplice
40371:419	Dvojhradí, Mstišov, Dubí, Teplice
40371:426	Autobusová zastávka BUS, Straky, Zabrušany, Teplice
40371:427	autobusová zastávka, Želénky, Zabrušany, Teplice
40371:440	nám. J.Koziny, Světice, Bystřany, Teplice
40371:449	u č.p. 451 Nelsonská, zastávka BUS, Osek, Teplice
40371:458	Zastávka ČD, u Lípová č.p. 201, Bohosudov, Krupka, Teplice
40371:460	u MŠ, Kollárova 597, Bohosudov, Krupka, Teplice
40371:469	Zastávka MHD Horní náměstí, Vrchoslav, Krupka, Teplice
40371:480	zastávka BUS, Žichov, Měrunice, Teplice
40371:483	zastávka BUS, Mukov, Hrobčice, Teplice
40371:495	u čerpací stanice Benzina, Jiříkovská ul., Rumburk 1, Rumburk, Děčín
40371:53	na , 
40371:57	Maková ul., zastávka BUS, Severní Terasa, Ústí nad Labem
40371:62	Dobětice točna MHD, Ježkova ul., Severní Terasa, Ústí nad Labem
40371:68	na , 
40371:72	zastávka BUS, Arnultovice, Velké Chvojno, Ústí nad Labem
40371:74	bus, Malé Chvojno, Velké Chvojno, Ústí nad Labem
40371:75	náves, Žďár, Velké Chvojno, Ústí nad Labem
40371:76	náves, Knínice, Libouchec, Ústí nad Labem
40371:77	bus, Žďárek, Libouchec, Ústí nad Labem
40371:78	náves, Luční Chvojno, Velké Chvojno, Ústí nad Labem
40371:79	bus, Mnichov, Velké Chvojno, Ústí nad Labem
40371:81	u požární nádrže, Libov, Chuderov, Ústí nad Labem
40371:82	u požární nádrže, Radešín, Chuderov, Ústí nad Labem
40371:83	bus, Slavošov, Povrly, Ústí nad Labem
40371:84	ulice Český Bukov, pod točnou, Povrly, Ústí nad Labem
40371:86	ulice Lužec, u mostu, Povrly, Ústí nad Labem
40371:88	zastávka BUS, Brozánky, Řehlovice, Ústí nad Labem
40371:9	Mírové náměstí - novinový stánek, Ústí nad Labem-centrum, Ústí nad Labem
40371:94	zastávka BUS, Podlešín, Stebno, Ústí nad Labem
40371:95	Autobusová zastávka, Chvalov, Stebno, Ústí nad Labem
40371:97	u Obecní úřadu Stebno 22, Stebno, Ústí nad Labem
40371:98	zastávka BUS, Milbohov, Stebno, Ústí nad Labem
40371:99	č. 2 BUS, Radejčín, Řehlovice, Ústí nad Labem
40507:111	naroti č.p.92, Bělská, Děčín IV-Podmokly, Děčín
40507:118	zastávka BUS u obecního úřadu, Malšovice, Děčín
40507:119	naproti č.p.25, Hliněná, Malšovice, Děčín
40507:120	na kapličce, naproti č.p.21, Borek, Malšovice, Děčín
40507:121	zastávka BUS, Mezná, Hřensko, Děčín
40507:125	U zastávky BUS, Malšovice, Děčín
40507:133	u č.p. 352 směrem k nádraží ČD, Markvartice, Děčín
40507:134	Lipová ul., u č.p. 285, Kamenná, Jílové, Děčín
40507:136	Zahradní ul., naproti č.p. 184 Rekreační, Kamenná, Jílové, Děčín
40507:137	Úzká ul., naproti č.p. 306, Kamenná, Jílové, Děčín
40507:141	u č.p. 176, Dobrná, Děčín
40507:142	Restaurace U Dlouhých, Valkeřice, Děčín
40507:144	Náměstí, Verneřice, Děčín
40507:148	U hotelu Praha, Jetřichovice, Děčín
40507:149	v blízkosti domu č.p. 24, Kytlice, Děčín
40507:15	ul. U Tvrze - konečná autobusu MHD, Děčín VI-Letná, Děčín
40507:151	Křižovatka, Ludvíkovice, Děčín
40507:153	Zastávka BUS, Kámen, Děčín
40507:154	Budova TYVEK, Srbská Kamenice, Děčín
40507:159	5.května - u paneláků, mezi č.p.732 a 529, Česká Kamenice, Děčín
40507:2	Zastávka ČD, Dobkovice, Děčín
40507:27	naproti nám.5.května 127/4-Corso, u 349/2,Příčná, Děčín III-Staré Město, Děčín
40507:3	u restaurace Slovanský dům Teplická 350/ 52, Děčín IV-Podmokly, Děčín
40507:37	Nemocnice, U Nemocnice 605, Děčín II-Nové Město, Děčín
40507:4	Bezručova ul., u kostela, Děčín IV-Podmokly, Děčín
40507:41	28.října 1 - obchod, Děčín I-Děčín, Děčín
40507:42	Budova pošty Děčín 2, Podmokelská 148/1, Děčín IV-Podmokly, Děčín
40507:53	Požární zbrojnice, Janská, Děčín
40507:54	Zastávka BUS, Kunratice, Děčín
40507:55	Zastávka BUS, Studený, Kunratice, Děčín
40507:59	Zastávka BUS, Jedlka, Malá Veleň, Děčín
40507:60	zastávka BUS, Heřmanov, Děčín
40507:61	zastávka BUS, Fojtovice, Heřmanov, Děčín
40507:7	rozhraní ulice Pražská - Přímá, Děčín XXXII-Boletice nad Labem, Děčín
40507:70	Smíšenka, zastávka BUS, Starý Šachov, Děčín
40507:74	Zastávka BUS, Děčín XXX-Velká Veleň, Děčín
40507:77	u č.p. 168 Těchlovice, Těchlovice, Děčín
40507:78	u č.p. 131, Těchlovice, Děčín
40507:85	Zastávka BUS č.1, Sněžník, Jílové, Děčín
40507:86	Zastávka BUS č.2, Sněžník, Jílové, Děčín
40507:93	Prodejna u č.p.86, Stará Oleška, Huntířov, Děčín
40507:96	zastávka BUS, Všemily, Jetřichovice, Děčín
43007:105	Nová Ves, na zastávce autobusu, Nová Ves, Hora Svatého Šebestiána, Chomutov
43407:64	Mezibořská, točna MHD, Horní Litvínov, Most
43807:100	Veliká Ves, na návsi u infotabule, poblíž č.p. 18, Veliká Ves, Chomutov
43807:101	Široké Třebčice, u infotabule poblíž zastávky BUS, Široké Třebčice, Veliká Ves, Chomutov
43807:102	Zlovědice, Zlovědice, Krásný Dvůr, Louny
43807:104	Kaštice, poblíž č.p. 4  vedle garážových vrat, Kaštice, Podbořany, Louny
43807:106	Pšov, u zastávky BUS, Pšov, Podbořany, Louny
43807:108	Hlubany poblíž č.p. 35, Hlubany, Podbořany, Louny
43807:111	Bukovina, točna BUS, Podbořanský Rohozec, Louny
43807:112	Dvérce, poblíž č.p. 10, Dvérce, Nepomyšl, Louny
43807:114	Skytaly, poblíž č.p. 36, Skytaly, Vroutek, Louny
43807:115	Mlýnce, u zastávky BUS, Mlýnce, Vroutek, Louny
43807:116	Lužec, před č.p. 20, Lužec, Vroutek, Louny
43807:118	Drahonice, na plotě u domu č.p. 3, Drahonice, Lubenec, Louny
43807:119	Libyně, Libyně, Lubenec, Louny
43807:120	Nahořečice, naproti Kostelu sv. Václava, Nahořečice, Valeč, Karlovy Vary
43807:121	Libkovice, poblíž č.p. 22, Libkovice, Lubenec, Louny
43807:122	Malměřice, poblíž vodní nádrže uvky, Malměřice, Blatno, Louny
43807:123	Stebno, u obchodu , poblíž č.p. 1, Stebno, Kryry, Louny
43807:124	Bílenec,vce, Bílenec, Petrohrad, Louny
43807:125	Černčice, naproti č.p.20, Černčice, Petrohrad, Louny
43807:126	Petrohrad, naproti OÚ č.p. 146 vedle infotabule, Petrohrad, Louny
43807:128	Ležky, Ležky, Lubenec, Louny
43807:129	Kryry, 5.května, poblíž restaurace Růžek č.p. 217, Kryry, Louny
43807:131	Lubenec, Jelení, u č.p. 271, Lubenec, Louny
43807:132	na rohu Karlovarské  xChýšské ul.u obchodu,Lubenec, Lubenec, Louny
43807:133	Očihovec, u č.p. 34, Očihovec, Očihov, Louny
43807:134	Petrohrad, u zastávky BUS, Petrohrad, Louny
43807:135	Běsno, Běsno, Kryry, Louny
43807:14	Bratří Čapků, naproti č.p. 2280, Žatec, Louny
43807:143	poblíž Kpt. Nálepky č.p. 2097, Louny, Louny, Louny
43807:15	Husova, Žatec - Penny, Žatec, Louny
43807:16	Stavbařů, Žatec - uvky poblíž č.p. 2695, Žatec, Louny
43807:168	Charvatce, u zastávky BUS, Charvatce, Libčeves, Louny
43807:17	Volyňských Čechů - jih, Žatec, poblíž č.p. 2730, Žatec, Louny
43807:170	Hrádek, u zastávky BUS, Hrádek, Raná, Louny
43807:173	u OÚ, U Svatého Jána 100 Líšťany, Líšťany, Louny
43807:176	uvky, naproti Jimlín č.p 6, Jimlín, Louny
43807:178	Touchovice,vce, Touchovice, Hřivice, Louny
43807:180	Bedřichovice, uvky u č.p. 8, Bedřichovice, Hříškov, Louny
43807:181	Nová Ves, poblíž zastávky BUS, poblíž č.p. 50, Nová Ves, Louny
43807:184	Úlovice,vce, Úlovice, Ročov, Louny
43807:189	Hořany,vce, Hořany, Zbrašín, Louny
43807:194	Počedělice, vedle OÚ č.p. 11, Počedělice, Louny
43807:195	Orasice, uvky, poblíž č.p. 60, Orasice, Počedělice, Louny
43807:197	Vojnice, poblížvky u plotu, Vojnice, Koštice, Louny
43807:199	Želevice, naproti restauraci U Gráfů č.p. 3, Želevice, Koštice, Louny
43807:202	Kystra, Kystra, Slavětín, Louny
43807:205	Donín, u , naproti č.p. 77, Donín, Toužetín, Louny
43807:206	Žerotín,vce u č.p. 98, Žerotín, Louny
43807:210	Hřivčice, před č.p. 12, Hřivčice, Peruc, Louny
43807:213	Vlčí, vedle Kaple sv. Václava, Vlčí, Chlumčany, Louny
43807:215	Malnice,vce, poblíž kapličky, Malnice, Postoloprty, Louny
43807:216	Skupice, vedle infotabule, poblíž č.p. 31, Skupice, Postoloprty, Louny
43807:217	Mradice, uvky, Mradice, Postoloprty, Louny
43807:218	Strkovice, uvky, poblíž kapličky, Strkovice, Postoloprty, Louny
43807:219	Hradiště, uvky, Hradiště, Postoloprty, Louny
43807:220	Lišany, naproti BUS vedle kaple, Lišany, Louny
43807:222	Selibice, naproti č.p.20, Selibice, Staňkovice, Louny
43807:224	Březno, vedle č.p. 102 u infotabule, Březno, Postoloprty, Louny
43807:225	Vrbka, u infotabule poblíž č.p. 55, Vrbka, Postoloprty, Louny
43807:226	Rvenice, poblíž č.p. 49, Rvenice, Postoloprty, Louny
43807:227	Seménkovice, poblíž kapličky, Seménkovice, Postoloprty, Louny
43807:229	Vidovle, poblíž č.p. 6, u plotu, Vidovle, Bitozeves, Louny
43807:232	Výškov, zvkou před č.p. 77, Výškov, Louny
43807:233	Počerady, v parku, naproti č.p. 30, Počerady, Výškov, Louny
43807:236	Danešova, Peruc, Peruc, Louny
43807:239	Bemela, Cítoliby, Cítoliby, Louny
43807:240	Černčice, zastávka BUS, Černčice, Louny
43807:243	Chožov, obchod v zatáčce, Chožov, Louny
43807:246	Postoloprty, Jednota, Postoloprty, Louny
43807:247	na rohu ul. Masarykova  xŽižkova, poblíž závor, Postoloprty, Louny
43807:248	Postoloprty, Draguš poblíž č.p. 460, Postoloprty, Louny
43807:26	Příčná, Podbořany, poblíž č.p. 900, Žatec, Louny
43807:30	Čeradice, poblíž Čeradice 11, Čeradice, Louny
43807:32	Žabokliky, poblíž č.p 45, Žabokliky, Nové Sedlo, Louny
43807:34	Čejkovice, zastávka BUS, poblíž č.p. 20, Čejkovice, Libědice, Chomutov
